j_offset	s_notes	s_isOnset	s_duration	s_measure	a_degree1	a_pcset	a_localKey
128.25	['C#4, E4, G#3, G#4']	[False, False, False, False]	0.625	33			
128.375	['C#4, E4, G#3, G#4']	[True, False, False, False]	0.625	33			
128.5	['C#4, E4, G#3, G#4']	[False, False, False, False]	0.625	33			
128.625	['C#4, E4, G#3']	[False, False, False]	0.125	33			
128.75	['C#4, E4, G#3, G#4']	[True, False, False, True]	0.375	33			
128.875	['C#4, E4, G#3, G#4']	[False, False, False, False]	0.375	33			
129.0	['C#4, E4, G#3, G#4']	[False, False, False, False]	0.375	33			
129.125	['C#4, C#5, E4, G#3, G#4']	[False, True, False, False, False]	0.125	33			
129.25	['C#4, C#5, E4, G#3']	[False, False, False, False]	0.125	33			
129.375	['C#4, C#5, E4, G#3, G#5']	[True, False, False, False, True]	0.25	33			
129.5	['C#4, C#5, E4, G#3, G#5']	[False, False, False, False, False]	0.25	33			
129.625	['C#4, E4, G#3, G#5']	[False, False, False, False]	0.125	33			
129.75	['C4, C5, D#4, D#5, G#3, G#4']	[True, True, True, True, True, True]	1.5	33			
129.875	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	1.5	33			
130.0	['C4, C5, D#4, D#5, G#3, G#4']	[True, False, False, False, False, False]	1.5	33			
130.125	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	1.5	33			
130.25	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	1.5	33			
130.375	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, True, False]	1.5	33			
130.5	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	1.5	33			
130.625	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	1.5	33			
130.75	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, True, False]	1.5	33			
130.875	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	1.5	33			
131.0	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	1.5	33			
131.125	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	1.5	33			
131.25	['C4, C5, D#4, D#5, G#3']	[False, False, False, False, False]	0.125	33			
131.375	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, True]	0.125	33			
131.5	['C4, D#4, D#5, G#3, G#4']	[False, False, False, False, False]	0.125	33			
131.625	['C4, C5, D#4, D#5, F#3, G#3, G#4']	[False, True, False, False, True, False, False]	0.125	33			
131.75	['C4, C5, D#4, F#3, G#3, G#4']	[False, False, False, False, False, False]	0.25	33			
131.875	['C4, C5, D#4, F#3, G#3, G#4']	[False, False, False, False, False, False]	0.25	33			
132.0	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, True, True, False]	0.125	34			
132.125	['C4, D#4, D#5, G#3']	[False, False, False, False]	0.25	34			
132.25	['C4, D#4, D#5, G#3']	[False, False, False, False]	0.25	34			
132.375	['B3, B4, E4, E5, D#5, G#3, G#4']	[True, True, True, True, False, True, True]	0.125	34			
132.5	['B3, B4, E4, E5, G#3, G#4']	[False, False, False, False, False, False]	0.5	34			
132.625	['B3, B4, E4, E5, G#3, G#4']	[False, False, False, False, False, False]	0.5	34			
132.75	['B3, B4, E4, E5, G#3, G#4']	[False, False, False, False, False, False]	0.5	34			
132.875	['B3, B4, E4, E5, G#3, G#4']	[False, False, False, False, False, False]	0.5	34			
133.0	['B3, B4, E4, G#3, G#4']	[False, True, False, False, False]	0.375	34			
133.125	['B3, B4, E4, G#3, G#4']	[False, False, False, False, False]	0.375	34			
133.25	['B3, B4, E4, G#3, G#4']	[False, False, False, False, False]	0.375	34			
133.375	['B3, B4, E4, G#3']	[False, False, False, False]	0.5	34			
133.5	['B3, B4, E4, G#3']	[False, False, False, False]	0.5	34			
133.625	['B3, B4, E4, G#3']	[False, False, False, False]	0.5	34			
133.75	['B3, B4, E4, G#3']	[False, False, False, False]	0.5	34			
133.875	['B3, E4, G#3']	[False, False, False]	0.125	34			
134.0	['B3, B4, E4, G#3']	[False, True, False, False]	0.25	34			
134.125	['B3, B4, E4, G#3']	[False, False, False, False]	0.25	34			
134.25	['B3, B4, E4, E5, G#3']	[False, False, False, True, False]	0.25	34			
134.375	['B3, B4, E4, E5, G#3']	[False, False, False, False, False]	0.25	34			
134.5	['B3, E4, E5, G#3']	[False, False, False, False]	0.125	34			
134.625	['B3, E4, E5, G#3, G#5']	[False, False, False, False, True]	0.125	34			
134.75	['B3, E4, G#3, G#5']	[False, False, False, False]	0.125	34			
134.875	['B3, C#4, C#5, E4, F#4, F#5, A3, A4, G#3, G#5']	[False, True, True, False, True, True, True, True, False, False]	0.125	34			
135.0	['C#4, C#5, F#4, F#5, A3, A4']	[False, False, False, False, False, False]	0.625	34			
135.125	['C#4, C#5, F#4, F#5, A3, A4']	[False, False, False, False, False, False]	0.625	34			
135.25	['C#4, C#5, F#4, F#5, A3, A4']	[False, False, False, False, False, False]	0.625	34			
135.375	['C#4, C#5, F#4, F#5, A3, A4']	[False, False, False, False, False, False]	0.625	34			
135.5	['C#4, C#5, F#4, F#5, A3, A4']	[False, False, False, False, False, False]	0.625	34			
135.625	['C#4, E5, F#4, A3, A4']	[False, True, False, False, False]	0.25	34			
135.75	['C#4, E5, F#4, A3, A4']	[False, False, False, False, False]	0.25	34			
135.875	['C#4, E5, D#5, F#4, A3, A4']	[False, False, True, False, False, False]	0.125	34			
136.0	['C#4, D#5, F#4, A3, A4']	[False, False, False, False, False]	0.125	35			
136.125	['C#4, D#5, F#4, A3']	[False, False, False, False]	0.125	35			
136.25	['C4, C5, C#4, C#5, D#4, D#5, G#3, G#4']	[True, True, True, True, True, True, True, True]	0.5	35			
136.375	['C4, C5, C#4, C#5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False, False, False]	0.5	35			
136.5	['C4, C5, C#4, C#5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False, False, False]	0.5	35			
136.625	['C4, C5, C#4, C#5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False, False, False]	0.5	35			
136.75	['C4, C5, C#4, C#5, D#4, D#5, G#3']	[False, False, False, False, False, False, False]	0.125	35			
136.875	['C4, C5, D#4, D#5, G#3, G#4']	[False, True, False, False, False, True]	0.375	35			
137.0	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	0.375	35			
137.125	['C4, C5, D#4, D#5, G#3, G#4']	[False, False, False, False, False, False]	0.375	35			
137.25	['C4, C5, D#5, G#3, G#4']	[False, False, False, False, False]	0.125	35			
137.375	['C4, D#5, G#3']	[False, False, False]	0.125	35			
137.5	['C4, C#4, C#5, C#6, C#7, E5, D#5, A2, A3, A4, G#3, G#5']	[False, True, True, True, True, True, False, True, True, True, False, True]	0.125	35			
137.625	['C#4, C#5, C#6, C#7, E5, A2, A3, A4, G#5']	[False, False, False, False, False, False, False, False, False]	0.75	35			
137.75	['C#4, C#5, C#6, C#7, E5, A2, A3, A4, G#5']	[False, False, False, False, False, False, False, False, False]	0.75	35			
137.875	['C#4, C#5, C#6, C#7, E5, A2, A3, A4, G#5']	[True, False, False, False, False, False, False, False, False]	0.75	35			
138.0	['C#4, C#5, C#6, C#7, E5, A2, A3, A4, G#5']	[False, False, False, False, False, False, False, False, False]	0.75	35			
138.125	['C#4, C#5, C#6, C#7, E5, A2, A3, A4, G#5']	[True, False, False, False, False, False, False, True, False]	0.75	35			
138.25	['C#4, C#5, C#6, C#7, E5, A2, A3, A4, G#5']	[False, False, False, False, False, False, False, False, False]	0.75	35			
138.375	['C#4, C#6, C#7, A2, A3, A4']	[False, False, False, False, False, False]	0.5	35			
138.5	['C#4, C#6, C#7, A2, A3, A4']	[True, False, False, False, False, False]	0.5	35			
138.625	['C#4, C#6, C#7, A2, A3, A4']	[False, False, False, False, False, False]	0.5	35			
138.75	['C#4, C#6, C#7, A2, A3, A4']	[True, False, False, False, False, False]	0.5	35			
138.875	['C#4, A2, A3, A4']	[False, False, False, False]	0.125	35			
139.0	['C#4, A2, A3']	[False, False, False]	0.5	35			
139.125	['C#4, A2, A3']	[True, False, False]	0.5	35			
139.25	['C#4, A2, A3']	[False, False, False]	0.5	35			
139.375	['C#4, A2, A3']	[False, False, False]	0.5	35			
139.5	['C#4, A2, A3, A4']	[False, False, False, True]	0.25	35			
139.625	['C#4, A2, A3, A4']	[False, False, False, False]	0.25	35			
139.75	['C#4, C#5, A2, A3, A4']	[True, True, False, False, False]	0.25	35			
139.875	['C#4, C#5, A2, A3, A4']	[False, False, False, False, False]	0.25	35			
140.0	['C#4, C#5, A2, A3']	[False, False, False, False]	0.125	36			
140.125	['B2, B3, B4, C#5, D#4, D#5, F#5']	[True, True, True, False, True, True, True]	0.25	36			
140.25	['B2, B3, B4, C#5, D#4, D#5, F#5']	[False, False, False, False, False, False, False]	0.25	36			
140.375	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, True, False, False]	1.25	36			
140.5	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, False, False, False]	1.25	36			
140.625	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, False, False, False]	1.25	36			
140.75	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, True, False, False]	1.25	36			
140.875	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, False, False, False]	1.25	36			
141.0	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, False, False, False]	1.25	36			
141.125	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, True, False, False]	1.25	36			
141.25	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, False, False, False]	1.25	36			
141.375	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, False, False, False]	1.25	36			
141.5	['B2, B3, B4, D#4, D#5, F#5']	[False, False, False, False, False, False]	1.25	36			
141.625	['B2, B3, D#4, D#5, F#5']	[False, False, False, False, False]	0.125	36			
141.75	['B2, B3, C#4, D#4, D#5, F#5']	[False, False, True, False, False, False]	0.125	36			
141.875	['B2, B3, C#4, D#4, F#5']	[False, False, False, False, False]	0.125	36			
142.0	['B2, B3, D#4, D#5, F#5']	[False, False, False, True, False]	0.125	36			
142.125	['B2, B3, D#4, D#5']	[False, False, False, False]	0.25	36			
142.25	['B2, B3, D#4, D#5']	[False, False, False, False]	0.25	36			
142.375	['B2, B3, E4, D#4, D#5']	[False, False, True, False, False]	0.375	36			
142.5	['B2, B3, E4, D#4, D#5']	[False, False, False, False, False]	0.375	36			
142.625	['B2, B3, E4, D#4, D#5']	[False, False, False, False, False]	0.375	36			
142.75	['B2, C#4, C#5, E4, F#3, A3']	[False, True, True, False, True, True]	0.625	36			
142.875	['B2, C#4, C#5, E4, F#3, A3']	[False, False, False, False, False, False]	0.625	36			
143.0	['B2, C#4, C#5, E4, F#3, A3']	[False, False, False, False, False, False]	0.625	36			
143.125	['B2, C#4, C#5, E4, F#3, A3']	[False, False, False, False, False, False]	0.625	36			
143.25	['B2, C#4, C#5, E4, F#3, A3']	[False, False, False, False, False, False]	0.625	36			
143.375	['B2, C#4, E4, F#3, A3']	[False, False, False, False, False]	0.625	36			
143.5	['B2, C#4, E4, F#3, A3']	[False, False, False, False, False]	0.625	36			
143.625	['B2, C#4, E4, F#3, A3']	[False, False, False, False, False]	0.625	36			
143.75	['B2, C#4, E4, F#3, A3']	[False, False, False, False, False]	0.625	36			
143.875	['B2, C#4, E4, F#3, A3']	[False, False, False, False, False]	0.625	36			
144.0	['C#4, F#3, A3']	[False, False, False]	1.25	37			
144.125	['C#4, F#3, A3']	[False, False, False]	1.25	37			
144.25	['C#4, F#3, A3']	[False, False, False]	1.25	37			
144.375	['C#4, F#3, A3']	[False, False, False]	1.25	37			
144.5	['C#4, F#3, A3']	[False, False, False]	1.25	37			
144.625	['C#4, F#3, A3']	[False, False, False]	1.25	37			
144.75	['C#4, F#3, A3']	[False, False, False]	1.25	37			
144.875	['C#4, F#3, A3']	[False, False, False]	1.25	37			
145.0	['C#4, F#3, A3']	[False, False, False]	1.25	37			
145.125	['C#4, F#3, A3']	[False, False, False]	1.25	37			
145.25	['C#4, C#5, E4, E5, F#3, A2, A3, A4']	[False, True, True, True, False, True, False, True]	0.125	37			
145.375	['C#5, E4, E5, A2, A4']	[False, False, False, False, False]	1.0	37			
145.5	['C#5, E4, E5, A2, A4']	[False, False, False, False, False]	1.0	37			
145.625	['C#5, E4, E5, A2, A4']	[False, False, False, False, False]	1.0	37			
145.75	['C#5, E4, E5, A2, A4']	[False, False, False, False, False]	1.0	37			
145.875	['C#5, E4, E5, A2, A4']	[False, False, False, False, False]	1.0	37			
146.0	['C#5, E4, E5, A2, A4']	[False, False, False, False, False]	1.0	37			
146.125	['C#5, E4, E5, A2, A4']	[False, False, False, False, False]	1.0	37			
146.25	['C#5, E4, E5, A2, A4']	[False, False, False, False, False]	1.0	37			
146.375	['E4, A2']	[False, False]	0.25	37			
146.5	['E4, A2']	[False, False]	0.25	37			
146.625	['B1, B2, B4, B5, E4, D#5, F#4, F#5']	[True, True, True, True, True, True, True, True]	0.375	37			
146.75	['B1, B2, B4, B5, E4, D#5, F#4, F#5']	[False, False, False, False, False, False, False, False]	0.375	37			
146.875	['B1, B2, B4, B5, E4, D#5, F#4, F#5']	[False, False, False, False, False, True, True, False]	0.375	37			
147.0	['B1, B2, B4, B5, D#5, F#4, F#5']	[False, False, False, False, False, False, False]	0.25	37			
147.125	['B1, B2, B4, B5, D#5, F#4, F#5']	[False, False, False, False, False, False, False]	0.25	37			
147.25	['B1, B2, B4, B5, D#5, F#4, F#5, G#4']	[False, False, False, False, False, False, False, True]	0.125	37			
147.375	['B1, B2, D#5, F#4, G#4']	[False, False, False, False, False]	0.125	37			
147.5	['B1, B2, D#5, F#4']	[False, False, False, False]	0.125	37			
147.625	['B1, B2, D#5, F#4, G#4']	[False, False, False, False, True]	0.25	37			
147.75	['B1, B2, D#5, F#4, G#4']	[False, False, False, False, False]	0.25	37			
147.875	['C#2, C#3, C#4, C#5, C#6, E5, E6, D#5, F#4, G#4, G#5, G#6']	[True, True, True, True, True, True, True, False, False, True, True, True]	0.125	37			
148.0	['C#2, C#3, C#4, C#5, C#6, E5, E6, D#5, G#4, G#5']	[False, False, False, False, False, False, False, False, False, False]	0.125	38			
148.125	['C#2, C#3, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.125	38			
148.25	['C#2, C#3, C#4, C#5, C#6, E5, E6, G#4, G#5, G#6']	[False, True, False, False, True, False, False, False, True, True]	0.125	38			
148.375	['C#2, C#3, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.125	38			
148.5	['C#2, C#3, C#4, C#5, C#6, E5, E6, G#4, G#5, G#6']	[False, False, False, False, True, False, False, True, True, True]	0.125	38			
148.625	['C#2, C#3, C#4, C#5, C#6, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.125	38			
148.75	['C#2, C#3, C#4, C#6, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	38			
148.875	['C#2, C#3, C#4, C#6, E4, E6, E7, G#4, G#5, G#6']	[False, False, False, True, True, False, True, False, True, True]	0.125	38			
149.0	['C#2, C#3, C#4, C#6, E6, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	38			
149.125	['C#2, C#3, C#4, C#6, E6, G#4']	[True, False, False, False, False, False]	0.125	38			
149.25	['C#2, C#3, C#5, E4, E5, E6, E7, G#4, G#6']	[True, False, True, True, True, False, True, True, True]	0.125	38			
149.375	['C#2, C#3, C#5, E4, E5, E6, G#4']	[False, False, False, False, False, False, False]	0.125	38			
149.5	['C#2, C#3, C#6, E4, E5, E6, D#5, F#4, F#5, F#7, G#4, G#5, G#6']	[False, False, True, False, False, False, True, True, True, True, True, True, True]	0.125	38			
149.625	['C#2, C#3, E6, D#5, F#4, F#5, F#7, G#4']	[False, False, False, False, False, False, False, False]	0.125	38			
149.75	['C#2, C#3, E6, F#4, F#5, G#4']	[False, False, False, False, False, False]	0.125	38			
149.875	['C#2, C#3, C#5, C#6, E5, E6, F#5, G#4, G#5, G#6, G#7']	[False, False, True, True, True, False, False, True, True, True, True]	0.125	38			
150.0	['C#2, C#3, C#5, E6, G#4']	[False, False, False, False, False]	0.125	38			
150.125	['C5, C#2, C#3, C#5, C#6, E6, D#5, G#4, G#5, G#6, G#7']	[True, False, False, False, True, False, True, True, True, True, True]	0.125	38			
150.25	['C5, C#2, C#3, C#5, E6, D#5, G#4, G#5, G#7']	[False, False, False, False, False, False, False, False, False]	0.125	38			
150.375	['C5, C#2, C#3, E6, D#5, G#4, G#5']	[False, False, False, False, False, False, False]	0.125	38			
150.5	['C2, C5, C6, D#5, D#6, G#1, G#2, G#4, G#5']	[True, True, True, True, True, True, True, True, True]	0.25	38			
150.625	['C2, C5, C6, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.25	38			
150.75	['C2, C5, C6, E7, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, False, True, False, False, False, False, False, False]	0.125	38			
150.875	['C5, C6, E7, D#5, D#6, G#1, G#2, G#4, G#5']	[False, True, False, False, True, False, False, False, True]	0.125	38			
151.0	['C5, C6, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	38			
151.125	['C5, C6, E7, D#5, D#6, G#1, G#2, G#4, G#5']	[False, True, True, False, True, False, False, False, True]	0.25	38			
151.25	['C5, C6, E7, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.25	38			
151.375	['C5, C6, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	38			
151.5	['C5, C6, E4, E7, D#5, D#6, G#1, G#2, G#4, G#5']	[False, True, True, True, False, True, False, False, False, True]	0.125	38			
151.625	['C2, C5, C6, D#5, D#6, G#1, G#2, G#4, G#5']	[True, False, False, False, False, False, False, False, False]	0.125	38			
151.75	['C2, C5, C6, C#5, E4, E5, E7, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, True, True, True, True, True, False, True, True, False, True, True]	0.125	38			
151.875	['C5, C6, C#5, E4, E5, E7, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False, False, False, False, False]	0.125	38			
152.0	['C5, C6, E4, E5, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False, False, False]	0.125	39			
152.125	['C5, C6, E5, D#5, D#6, F#4, F#5, G#1, G#2, G#4, G#5']	[False, True, False, True, True, True, True, False, False, True, True]	0.125	39			
152.25	['C6, D#5, D#6, F#4, F#5, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.125	39			
152.375	['C5, C6, E5, D#2, D#5, D#6, F#4, F#5, G#1, G#2, G#4, G#5']	[True, True, True, True, False, False, False, False, False, False, True, True]	0.125	39			
152.5	['C5, C6, E5, D#2, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, True, False, False, False, False]	0.125	39			
152.625	['C5, C6, D#2, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	39			
152.75	['B4, C5, C6, E4, E5, D#2, D#5, D#6, G#1, G#2, G#4, G#5']	[True, False, True, True, True, False, True, True, False, False, True, True]	0.125	39			
152.875	['B4, E4, E5, D#2, D#5, D#6, G#1, G#2, G#4, G#5']	[False, False, False, False, False, False, False, False, False, False]	0.125	39			
153.0	['B4, E4, E5, D#2, D#5, G#1, G#2, G#4']	[False, False, False, False, False, False, False, False]	0.125	39			
153.125	['B4, B5, E2, E3, E4, E5, E6, D#5, G#4, G#5']	[True, True, True, True, False, True, True, False, True, True]	0.125	39			
153.25	['B4, B5, E2, E3, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.75	39			
153.375	['B4, B5, E2, E3, E4, E5, E6, G#4, G#5']	[False, True, False, True, False, False, True, False, True]	0.75	39			
153.5	['B4, B5, E2, E3, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.75	39			
153.625	['B4, B5, E2, E3, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.75	39			
153.75	['B4, B5, E2, E3, E4, E5, E6, G#4, G#5']	[True, True, False, False, False, False, True, False, True]	0.75	39			
153.875	['B4, B5, E2, E3, E4, E5, E6, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.75	39			
154.0	['B4, B5, E2, E3, E4, E5, E6, F#4, G#4, G#5']	[False, True, False, False, False, False, True, True, False, True]	0.125	39			
154.125	['B4, B5, E2, E3, E5, E6, F#4, G#5']	[False, False, False, False, False, False, False, False]	0.125	39			
154.25	['B4, B5, E2, E3, E6, F#4, G#5']	[False, False, True, False, False, False, False]	0.375	39			
154.375	['B4, B5, E2, E3, E6, F#4, G#5']	[False, True, True, False, True, False, True]	0.375	39			
154.5	['B4, B5, E2, E3, E6, F#4, G#5']	[False, False, False, False, False, False, False]	0.375	39			
154.625	['B5, E2, E3, E6, F#4, G#5']	[False, False, False, False, False, False]	0.125	39			
154.75	['B4, B5, E2, E3, E6, F#4, G#5']	[True, True, False, False, True, False, True]	0.125	39			
154.875	['B4, B5, E2, E3, E6, G#5']	[False, False, False, False, False, False]	0.125	39			
155.0	['B4, B5, E2, E3, E4, E5, E6, G#5']	[False, True, False, False, True, True, True, True]	0.25	39			
155.125	['B4, B5, E2, E3, E4, E5, E6, G#5']	[False, False, False, False, False, False, False, False]	0.25	39			
155.25	['B5, E2, E3, E5, E6, G#5']	[False, False, False, False, False, False]	0.125	39			
155.375	['B5, E2, E3, E4, E5, E6, G#5']	[True, False, False, True, False, True, True]	0.125	39			
155.5	['B5, E2, E3, E4, E6, G#5']	[False, False, False, False, False, False]	0.125	39			
155.625	['B4, B5, C#5, C#6, E5, E6, F#1, F#2, F#5, F#6, A4, A5, G#5']	[True, True, True, True, True, False, True, True, True, True, True, True, True]	0.125	39			
155.75	['B4, B5, C#5, C#6, E5, F#1, F#2, F#5, F#6, A4, A5, G#5']	[False, False, False, False, False, False, False, False, False, False, False, False]	0.5	39			
155.875	['B4, B5, C#5, C#6, E5, F#1, F#2, F#5, F#6, A4, A5, G#5']	[False, False, False, False, False, False, False, False, False, False, False, False]	0.5	39			
156.0	['B4, B5, C#5, C#6, E5, F#1, F#2, F#5, F#6, A4, A5, G#5']	[False, False, False, True, False, False, False, False, True, False, True, False]	0.5	40			
156.125	['B4, B5, C#5, C#6, E5, F#1, F#2, F#5, F#6, A4, A5, G#5']	[False, False, False, False, False, False, False, False, False, False, False, False]	0.5	40			
156.25	['B5, C#5, C#6, F#1, F#2, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False, False, False]	0.125	40			
156.375	['C#5, C#6, E5, F#1, F#2, F#5, F#6, A4, A5']	[True, True, True, False, False, True, True, True, True]	0.25	40			
156.5	['C#5, C#6, E5, F#1, F#2, F#5, F#6, A4, A5']	[False, False, False, True, False, False, False, False, False]	0.25	40			
156.625	['C#5, C#6, E5, D#5, F#1, F#2, F#5, F#6, A4, A5']	[False, True, False, True, True, False, False, True, False, True]	0.125	40			
156.75	['C#5, C#6, D#5, F#1, F#2, F#5, F#6, A4, A5']	[False, False, False, False, False, False, False, False, False]	0.125	40			
156.875	['C#6, D#5, F#1, F#2, F#6, A5']	[False, False, False, False, False, False]	0.125	40			
157.0	['B4, C5, C6, C#5, E5, D#5, D#6, G#1, G#2, G#4, G#5, G#6']	[True, True, True, True, True, True, True, True, True, True, True, True]	0.5	40			
157.125	['B4, C5, C6, C#5, E5, D#5, D#6, G#1, G#2, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False, False]	0.5	40			
157.25	['B4, C5, C6, C#5, E5, D#5, D#6, G#1, G#2, G#4, G#5, G#6']	[False, False, True, False, False, False, True, False, False, False, True, False]	0.5	40			
157.375	['B4, C5, C6, C#5, E5, D#5, D#6, G#1, G#2, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False, False]	0.5	40			
157.5	['B4, C5, C6, C#5, D#5, D#6, G#1, G#2, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False]	0.125	40			
157.625	['C5, C6, D#5, D#6, F#4, F#5, G#1, G#2, G#4, G#5, G#6']	[True, True, False, True, True, True, True, False, True, True, False]	0.375	40			
157.75	['C5, C6, D#5, D#6, F#4, F#5, G#1, G#2, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False]	0.375	40			
157.875	['C5, C6, D#5, D#6, F#4, F#5, G#1, G#2, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False, False]	0.375	40			
158.0	['C5, C6, E5, D#5, D#6, A4, G#1, G#2, G#4, G#5, G#6']	[False, True, True, False, True, True, False, False, True, True, False]	0.125	40			
158.125	['C6, E5, D#5, D#6, A4, G#1, G#2, G#4, G#5, G#6']	[False, False, False, False, False, False, False, False, False, False]	0.125	40			
158.25	['C#4, C#5, C#6, E5, E6, D#5, A1, A2, A4, A5, G#2, G#4, G#5']	[True, True, True, True, True, False, True, True, True, True, False, False, False]	0.125	40			
158.375	['C#4, C#5, C#6, E5, E6, A1, A2, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False, False]	0.25	40			
158.5	['C#4, C#5, C#6, E5, E6, A1, A2, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False, False]	0.25	40			
158.625	['C#3, C#4, C#5, C#6, E5, E6, A1, A2, A4, A5, G#4']	[True, False, False, True, False, True, False, False, False, True, False]	0.125	40			
158.75	['C#4, C#5, C#6, E5, E6, A1, A2, A4, A5, G#4']	[False, False, False, False, False, False, False, False, False, False]	0.125	40			
158.875	['C#4, C#5, C#6, E5, E6, A1, A2, A4, A5']	[False, False, True, False, True, False, False, True, True]	0.25	40			
159.0	['C#4, C#5, C#6, E5, E6, A1, A2, A4, A5']	[False, False, False, False, False, False, False, False, False]	0.25	40			
159.125	['C#4, C#6, E5, E6, A1, A2, A4, A5']	[False, False, False, False, False, False, False, False]	0.125	40			
159.25	['C#4, C#6, E4, E6, A1, A2, A4, A5']	[False, True, True, True, False, False, False, True]	0.25	40			
159.375	['C#4, C#6, E4, E6, A1, A2, A4, A5']	[False, False, False, False, False, False, False, False]	0.25	40			
159.5	['C#4, C#6, E6, A1, A2, A4']	[False, False, False, True, False, False]	0.125	40			
159.625	['C#5, E4, E5, E6, A1, A2, A4, G#4']	[True, True, True, True, True, False, False, True]	0.125	40			
159.75	['C#5, E4, E5, E6, A1, A2, G#4']	[False, False, False, False, False, False, False]	0.125	40			
159.875	['C#6, E4, E5, E6, D#5, F#4, F#5, A1, A2, A5, G#4']	[True, False, False, True, True, True, True, False, False, True, False]	0.125	40			
160.0	['E6, D#5, F#4, F#5, A1, A2, G#4']	[False, False, False, False, False, False, False]	0.125	41			
160.125	['E6, F#4, F#5, A1, A2, G#4']	[False, False, False, False, False, False]	0.125	41			
160.25	['C#6, E5, E6, F#5, A1, A2, A5, G#4, G#5']	[True, True, True, False, False, False, True, True, True]	0.125	41			
160.375	['E6, A1, A2, G#4']	[False, False, False, False]	0.125	41			
160.5	['B4, C#6, E6, D#5, F#4, F#5, A1, A2, A5, G#4, G#5']	[True, True, True, True, True, True, True, False, True, True, True]	0.125	41			
160.625	['B4, E6, D#5, F#4, F#5, A1, A2, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.25	41			
160.75	['B4, E6, D#5, F#4, F#5, A1, A2, G#4, G#5']	[False, False, False, False, False, False, False, False, False]	0.25	41			
